[2024-09-23 10:01:04] Experiment directory created at /scratch2/ml/guojun/mvgeneration/results/09/23/languagetable_original
[2024-09-23 10:01:14] Model Parameters: 679,669,648
[2024-09-23 13:56:50] (step=0340200/epoch=0001) Train Loss: 0.0083, Gradient Norm: 0.0534, Train Steps/Sec: 1.50
[2024-09-23 13:57:56] (step=0340300/epoch=0001) Train Loss: 0.0061, Gradient Norm: 0.0139, Train Steps/Sec: 1.50
[2024-09-23 13:59:03] (step=0340400/epoch=0001) Train Loss: 0.0056, Gradient Norm: 0.0156, Train Steps/Sec: 1.50
[2024-09-23 14:00:10] (step=0340500/epoch=0001) Train Loss: 0.0064, Gradient Norm: 0.0076, Train Steps/Sec: 1.50
[2024-09-23 14:01:16] (step=0340600/epoch=0001) Train Loss: 0.0060, Gradient Norm: 0.0098, Train Steps/Sec: 1.50
[2024-09-23 14:02:23] (step=0340700/epoch=0001) Train Loss: 0.0056, Gradient Norm: 0.0172, Train Steps/Sec: 1.50
[2024-09-23 14:03:30] (step=0340800/epoch=0001) Train Loss: 0.0052, Gradient Norm: 0.0112, Train Steps/Sec: 1.50
[2024-09-23 14:04:37] (step=0340900/epoch=0001) Train Loss: 0.0053, Gradient Norm: 0.0092, Train Steps/Sec: 1.50
[2024-09-23 14:05:44] (step=0341000/epoch=0001) Train Loss: 0.0051, Gradient Norm: 0.0040, Train Steps/Sec: 1.50
[2024-09-23 14:06:50] (step=0341100/epoch=0001) Train Loss: 0.0060, Gradient Norm: 0.0329, Train Steps/Sec: 1.50
[2024-09-23 14:07:57] (step=0341200/epoch=0001) Train Loss: 0.0050, Gradient Norm: 0.0157, Train Steps/Sec: 1.50
[2024-09-23 14:09:04] (step=0341300/epoch=0001) Train Loss: 0.0049, Gradient Norm: 0.0103, Train Steps/Sec: 1.50
[2024-09-23 14:10:11] (step=0341400/epoch=0001) Train Loss: 0.0045, Gradient Norm: 0.0076, Train Steps/Sec: 1.50
[2024-09-23 14:11:18] (step=0341500/epoch=0001) Train Loss: 0.0055, Gradient Norm: 0.0173, Train Steps/Sec: 1.50
[2024-09-23 14:12:24] (step=0341600/epoch=0001) Train Loss: 0.0058, Gradient Norm: 0.0078, Train Steps/Sec: 1.50
[2024-09-23 14:13:31] (step=0341700/epoch=0001) Train Loss: 0.0066, Gradient Norm: 0.0155, Train Steps/Sec: 1.50
[2024-09-23 14:14:38] (step=0341800/epoch=0001) Train Loss: 0.0045, Gradient Norm: 0.0046, Train Steps/Sec: 1.50
[2024-09-23 14:15:45] (step=0341900/epoch=0001) Train Loss: 0.0061, Gradient Norm: 0.0136, Train Steps/Sec: 1.50
[2024-09-23 14:16:51] (step=0342000/epoch=0001) Train Loss: 0.0052, Gradient Norm: 0.0154, Train Steps/Sec: 1.50
[2024-09-23 14:17:58] (step=0342100/epoch=0001) Train Loss: 0.0043, Gradient Norm: 0.0121, Train Steps/Sec: 1.50
[2024-09-23 14:19:05] (step=0342200/epoch=0001) Train Loss: 0.0046, Gradient Norm: 0.0089, Train Steps/Sec: 1.50
[2024-09-23 14:20:12] (step=0342300/epoch=0001) Train Loss: 0.0058, Gradient Norm: 0.0096, Train Steps/Sec: 1.50
[2024-09-23 14:21:18] (step=0342400/epoch=0001) Train Loss: 0.0068, Gradient Norm: 0.0095, Train Steps/Sec: 1.50
[2024-09-23 14:22:25] (step=0342500/epoch=0001) Train Loss: 0.0051, Gradient Norm: 0.0095, Train Steps/Sec: 1.50
[2024-09-23 14:23:32] (step=0342600/epoch=0001) Train Loss: 0.0074, Gradient Norm: 0.0828, Train Steps/Sec: 1.50
[2024-09-23 14:24:39] (step=0342700/epoch=0001) Train Loss: 0.0057, Gradient Norm: 0.0106, Train Steps/Sec: 1.50
[2024-09-23 14:25:46] (step=0342800/epoch=0001) Train Loss: 0.0059, Gradient Norm: 0.0129, Train Steps/Sec: 1.50
[2024-09-23 14:26:52] (step=0342900/epoch=0001) Train Loss: 0.0066, Gradient Norm: 0.0189, Train Steps/Sec: 1.50
[2024-09-23 14:27:59] (step=0343000/epoch=0001) Train Loss: 0.0060, Gradient Norm: 0.0073, Train Steps/Sec: 1.50
[2024-09-23 14:29:06] (step=0343100/epoch=0001) Train Loss: 0.0056, Gradient Norm: 0.0060, Train Steps/Sec: 1.50
[2024-09-23 14:30:13] (step=0343200/epoch=0001) Train Loss: 0.0057, Gradient Norm: 0.0106, Train Steps/Sec: 1.50
[2024-09-23 14:31:19] (step=0343300/epoch=0001) Train Loss: 0.0050, Gradient Norm: 0.0115, Train Steps/Sec: 1.50
[2024-09-23 14:32:26] (step=0343400/epoch=0001) Train Loss: 0.0060, Gradient Norm: 0.0186, Train Steps/Sec: 1.50
[2024-09-23 14:33:33] (step=0343500/epoch=0001) Train Loss: 0.0052, Gradient Norm: 0.0117, Train Steps/Sec: 1.50
[2024-09-23 14:34:40] (step=0343600/epoch=0001) Train Loss: 0.0044, Gradient Norm: 0.0104, Train Steps/Sec: 1.50
[2024-09-23 14:35:46] (step=0343700/epoch=0001) Train Loss: 0.0049, Gradient Norm: 0.0064, Train Steps/Sec: 1.50
[2024-09-23 14:36:53] (step=0343800/epoch=0001) Train Loss: 0.0051, Gradient Norm: 0.0151, Train Steps/Sec: 1.50
[2024-09-23 14:38:00] (step=0343900/epoch=0001) Train Loss: 0.0056, Gradient Norm: 0.0099, Train Steps/Sec: 1.50
[2024-09-23 14:39:07] (step=0344000/epoch=0001) Train Loss: 0.0061, Gradient Norm: 0.0072, Train Steps/Sec: 1.50
[2024-09-23 14:40:14] (step=0344100/epoch=0001) Train Loss: 0.0056, Gradient Norm: 0.0134, Train Steps/Sec: 1.50
[2024-09-23 14:41:21] (step=0344200/epoch=0001) Train Loss: 0.0055, Gradient Norm: 0.0043, Train Steps/Sec: 1.50
[2024-09-23 14:42:28] (step=0344300/epoch=0001) Train Loss: 0.0055, Gradient Norm: 0.0088, Train Steps/Sec: 1.50
[2024-09-23 14:43:34] (step=0344400/epoch=0001) Train Loss: 0.0050, Gradient Norm: 0.0074, Train Steps/Sec: 1.50
